id	minimum_qValue	call	cutoff
FBgn0037239	1.27E-05	present	0.05
FBgn0037240	0.000957628	present	0.05
FBgn0037241	0.001449063	present	0.05
FBgn0037242	1.77E-08	present	0.05
FBgn0037244	0.003343746	present	0.05
FBgn0037248	0.005753036	present	0.05
FBgn0037249	1.77E-08	present	0.05
FBgn0037250	0.000979764	present	0.05
FBgn0037251	0.001812266	present	0.05
FBgn0037252	0.000208474	present	0.05
FBgn0037254	0.000243176	present	0.05
FBgn0037255	0.000365584	present	0.05
FBgn0037260	0.003910629	present	0.05
FBgn0037261	2.36E-05	present	0.05
FBgn0037262	1.77E-08	present	0.05
FBgn0037263	0.010022957	present	0.05
FBgn0037265	0.002344376	present	0.05
FBgn0037270	1.77E-08	present	0.05
FBgn0037275	0.00944188	present	0.05
FBgn0037276	1.77E-08	present	0.05
FBgn0037279	0.001065019	present	0.05
FBgn0037280	0.256772015	absent	0.05
FBgn0037282	0.000230476	present	0.05
FBgn0037283	1.77E-08	present	0.05
FBgn0037284	0.000167676	present	0.05
FBgn0037288	0.007661948	present	0.05
FBgn0037290	0.009446056	present	0.05
FBgn0037291	0.00266464	present	0.05
FBgn0037292	0.011580922	present	0.05
FBgn0037293	0.00099318	present	0.05
FBgn0037294	0.018088909	absent	0.05
FBgn0037295	0.002592075	present	0.05
FBgn0037296	4.63E-05	present	0.05
FBgn0037297	4.41E-05	present	0.05
FBgn0037298	2.86E-06	present	0.05
FBgn0037299	4.30E-05	present	0.05
FBgn0037301	0.000378512	present	0.05
FBgn0037304	0.232589283	absent	0.05
FBgn0037305	0.000411492	present	0.05
FBgn0037307	1.77E-08	present	0.05
FBgn0037310	1.77E-08	present	0.05
FBgn0037312	1.77E-08	present	0.05
FBgn0037313	5.14E-07	present	0.05
FBgn0037315	5.11E-05	present	0.05
FBgn0037317	2.47E-05	present	0.05
FBgn0037320	1.77E-08	present	0.05
FBgn0037322	0.029653503	absent	0.05
FBgn0037323	0.001076054	present	0.05
FBgn0037324	0.029891322	absent	0.05
FBgn0037325	1.77E-08	present	0.05
FBgn0037326	0.005470033	present	0.05
FBgn0037327	0.002060082	present	0.05
FBgn0037328	1.77E-08	present	0.05
FBgn0037329	1.77E-08	present	0.05
FBgn0037330	0.000175956	present	0.05
FBgn0037332	0.004576374	present	0.05
FBgn0037336	0.004230215	present	0.05
FBgn0037338	0.004926765	present	0.05
FBgn0037339	2.35E-05	present	0.05
FBgn0037340	0.001013769	present	0.05
FBgn0037341	1.77E-08	present	0.05
FBgn0037342	5.54E-05	present	0.05
FBgn0037344	0.000726352	present	0.05
FBgn0037345	0.001877943	present	0.05
FBgn0037347	6.15E-05	present	0.05
FBgn0037350	0.000289159	present	0.05
FBgn0037351	1.77E-08	present	0.05
FBgn0037354	0.000410056	present	0.05
FBgn0037356	8.01E-05	present	0.05
FBgn0037358	1.77E-08	present	0.05
FBgn0037359	3.53E-06	present	0.05
FBgn0037360	1.77E-08	present	0.05
FBgn0037363	0.00331483	present	0.05
FBgn0037364	0.014652184	absent	0.05
FBgn0037365	1.77E-08	present	0.05
FBgn0037368	0.000519337	present	0.05
FBgn0037369	1.77E-08	present	0.05
FBgn0037370	1.83E-05	present	0.05
FBgn0037371	0.003491366	present	0.05
FBgn0037372	0.000630799	present	0.05
FBgn0037374	6.42E-05	present	0.05
FBgn0037375	1.77E-08	present	0.05
FBgn0037376	3.16E-05	present	0.05
FBgn0037377	0.003952532	present	0.05
FBgn0037378	1.77E-08	present	0.05
FBgn0037379	0.000724382	present	0.05
FBgn0037382	1.82E-05	present	0.05
FBgn0037383	4.96E-05	present	0.05
FBgn0037384	0.000216663	present	0.05
FBgn0037385	3.79E-05	present	0.05
FBgn0037386	0.009237014	present	0.05
FBgn0037387	0.002129537	present	0.05
FBgn0037388	1.77E-08	present	0.05
FBgn0037389	0.00017415	present	0.05
FBgn0037391	8.95E-05	present	0.05
FBgn0037395	0.241837357	absent	0.05
FBgn0037396	0.015429429	absent	0.05
FBgn0037397	1	absent	0.05
FBgn0037398	1.58E-06	present	0.05
FBgn0037399	0.082530522	absent	0.05
FBgn0037402	8.43E-05	present	0.05
FBgn0037405	0.008628572	present	0.05
FBgn0037406	0.251870748	absent	0.05
FBgn0037408	0.027295771	absent	0.05
FBgn0037409	0.025833465	absent	0.05
FBgn0037410	0.003388313	present	0.05
FBgn0037411	0.023864424	absent	0.05
FBgn0037412	1	absent	0.05
FBgn0037413	0.003136446	present	0.05
FBgn0037414	0.047796774	absent	0.05
FBgn0037415	1	absent	0.05
FBgn0037416	0.012650328	present	0.05
FBgn0037417	0.044536511	absent	0.05
FBgn0037418	0.013430242	absent	0.05
FBgn0037419	0.016648758	absent	0.05
FBgn0037420	0.036516814	absent	0.05
FBgn0037421	0.276350957	absent	0.05
FBgn0037422	0.03932571	absent	0.05
FBgn0037424	0.049196806	absent	0.05
FBgn0037427	0.054433215	absent	0.05
FBgn0037428	0.272156996	absent	0.05
FBgn0037429	1	absent	0.05
FBgn0037430	0.015437081	absent	0.05
FBgn0037431	1.77E-08	present	0.05
FBgn0037432	1.91E-05	present	0.05
FBgn0037433	0.000340696	present	0.05
FBgn0037435	0.00302995	present	0.05
FBgn0037436	0.009497287	present	0.05
FBgn0037439	0.000830295	present	0.05
FBgn0037440	0.004194676	present	0.05
FBgn0037442	7.01E-07	present	0.05
FBgn0037443	0.001885981	present	0.05
FBgn0037445	0.001493339	present	0.05
FBgn0037446	1.77E-08	present	0.05
FBgn0037447	0.002468705	present	0.05
FBgn0037448	0.010617239	present	0.05
FBgn0037449	0.002620929	present	0.05
FBgn0037454	1.77E-08	present	0.05
FBgn0037455	0.000145457	present	0.05
FBgn0037456	0.000379859	present	0.05
FBgn0037460	1.77E-08	present	0.05
FBgn0037461	6.52E-07	present	0.05
FBgn0037462	1.77E-08	present	0.05
FBgn0037463	1.77E-08	present	0.05
FBgn0037464	1.77E-08	present	0.05
FBgn0037465	0.000159052	present	0.05
FBgn0037466	0.005423707	present	0.05
FBgn0037467	2.68E-05	present	0.05
FBgn0037468	1.61E-05	present	0.05
FBgn0037469	3.72E-06	present	0.05
FBgn0037470	3.22E-06	present	0.05
FBgn0037472	0.000766435	present	0.05
FBgn0037473	0.007756593	present	0.05
FBgn0037475	0.008806213	present	0.05
FBgn0037477	0.002140161	present	0.05
FBgn0037478	0.000158483	present	0.05
FBgn0037481	0.000324971	present	0.05
FBgn0037482	1.77E-08	present	0.05
FBgn0037483	1.63E-05	present	0.05
FBgn0037485	0.028116148	absent	0.05
FBgn0037486	4.45E-05	present	0.05
FBgn0037487	0.048155388	absent	0.05
FBgn0037488	0.156836199	absent	0.05
FBgn0037489	0.00030769	present	0.05
FBgn0037490	2.30E-06	present	0.05
FBgn0037491	0.003039941	present	0.05
FBgn0037492	0.019210645	absent	0.05
FBgn0037493	1	absent	0.05
FBgn0037498	0.00284375	present	0.05
FBgn0037500	1.77E-08	present	0.05
FBgn0037501	0.120175581	absent	0.05
FBgn0037502	0.000112108	present	0.05
FBgn0037503	0.015527075	absent	0.05
FBgn0037504	2.78E-05	present	0.05
FBgn0037506	1.77E-08	present	0.05
FBgn0037512	4.25E-05	present	0.05
FBgn0037513	0.00036739	present	0.05
FBgn0037514	2.60E-05	present	0.05
FBgn0037515	0.002019523	present	0.05
FBgn0037516	0.000337926	present	0.05
FBgn0037517	0.000778247	present	0.05
FBgn0037518	0.00538802	present	0.05
FBgn0037519	0.007807638	present	0.05
FBgn0037520	0.003488349	present	0.05
FBgn0037521	0.07919283	absent	0.05
FBgn0037525	0.009092778	present	0.05
FBgn0037526	0.005763633	present	0.05
FBgn0037529	9.55E-05	present	0.05
FBgn0037530	8.28E-06	present	0.05
FBgn0037531	0.01640418	absent	0.05
FBgn0037533	7.25E-05	present	0.05
FBgn0037534	0.012123846	present	0.05
FBgn0037535	0.002731073	present	0.05
FBgn0037536	0.000334123	present	0.05
FBgn0037537	0.000570075	present	0.05
FBgn0037538	1.77E-08	present	0.05
FBgn0037539	0.000161979	present	0.05
FBgn0037540	0.012410506	present	0.05
FBgn0037541	0.005065532	present	0.05
FBgn0037543	0.001236922	present	0.05
FBgn0037544	0.000343834	present	0.05
FBgn0037546	0.047008108	absent	0.05
FBgn0037547	5.87E-06	present	0.05
FBgn0037548	0.011407858	present	0.05
FBgn0037549	0.000630174	present	0.05
FBgn0037550	0.000865263	present	0.05
FBgn0037551	4.23E-05	present	0.05
FBgn0037552	0.004372118	present	0.05
FBgn0037553	0.015599408	absent	0.05
FBgn0037554	0.00145812	present	0.05
FBgn0037555	0.000464791	present	0.05
FBgn0037556	0.000589314	present	0.05
FBgn0037560	0.00809036	present	0.05
FBgn0037561	0.003946489	present	0.05
FBgn0037562	0.039181991	absent	0.05
FBgn0037563	0.065380717	absent	0.05
FBgn0037565	0.004038725	present	0.05
FBgn0037566	0.00090968	present	0.05
FBgn0037569	0.000140482	present	0.05
FBgn0037570	0.050577787	absent	0.05
FBgn0037571	1.77E-08	present	0.05
FBgn0037572	1.77E-08	present	0.05
FBgn0037573	1.77E-08	present	0.05
FBgn0037574	0.000592904	present	0.05
FBgn0037576	1	absent	0.05
FBgn0037577	4.06E-05	present	0.05
FBgn0037578	0.003075364	present	0.05
FBgn0037579	1.77E-08	present	0.05
FBgn0037580	1.77E-08	present	0.05
FBgn0037581	1.04E-05	present	0.05
FBgn0037583	0.002296308	present	0.05
FBgn0037584	0.233444342	absent	0.05
FBgn0037589	0.145388373	absent	0.05
FBgn0037590	0.090944504	absent	0.05
FBgn0037591	0.081167196	absent	0.05
FBgn0037592	0.000201986	present	0.05
FBgn0037594	0.051017893	absent	0.05
FBgn0037601	0.057729042	absent	0.05
FBgn0037602	2.17E-05	present	0.05
FBgn0037603	8.64E-05	present	0.05
FBgn0037606	0.00368083	present	0.05
FBgn0037607	1.77E-08	present	0.05
FBgn0037608	2.63E-05	present	0.05
FBgn0037609	0.003376826	present	0.05
FBgn0037610	1.77E-08	present	0.05
FBgn0037611	0.004977336	present	0.05
FBgn0037612	0.00781964	present	0.05
FBgn0037613	7.16E-05	present	0.05
FBgn0037614	0.000178455	present	0.05
FBgn0037615	1	absent	0.05
FBgn0037616	1.77E-08	present	0.05
FBgn0037617	4.48E-05	present	0.05
FBgn0037618	0.004699024	present	0.05
FBgn0037619	0.010129646	present	0.05
FBgn0037620	0.021106696	absent	0.05
FBgn0037621	4.61E-05	present	0.05
FBgn0037622	0.001987535	present	0.05
FBgn0037623	0.000177697	present	0.05
FBgn0037624	0.000727875	present	0.05
FBgn0037625	0.021613534	absent	0.05
FBgn0037626	1.77E-08	present	0.05
FBgn0037627	0.085354462	absent	0.05
FBgn0037630	0.001680397	present	0.05
FBgn0037632	5.80E-06	present	0.05
FBgn0037633	0.004154705	present	0.05
FBgn0037634	7.35E-06	present	0.05
FBgn0037635	0.003312692	present	0.05
FBgn0037637	1.77E-08	present	0.05
FBgn0037638	4.70E-05	present	0.05
FBgn0037643	1.77E-08	present	0.05
FBgn0037644	0.000111206	present	0.05
FBgn0037646	0.045707214	absent	0.05
FBgn0037647	0.00293622	present	0.05
FBgn0037648	0.000280769	present	0.05
FBgn0037650	0.001154075	present	0.05
FBgn0037652	0.002352698	present	0.05
FBgn0037653	1.77E-08	present	0.05
FBgn0037654	1.09E-05	present	0.05
FBgn0037655	1.77E-08	present	0.05
FBgn0037656	0.000114658	present	0.05
FBgn0037657	0.00054074	present	0.05
FBgn0037659	0.003341744	present	0.05
FBgn0037660	4.07E-05	present	0.05
FBgn0037661	0.001013112	present	0.05
FBgn0037662	1	absent	0.05
FBgn0037664	1.77E-08	present	0.05
FBgn0037665	0.261924829	absent	0.05
FBgn0037666	1	absent	0.05
FBgn0037667	0.004000848	present	0.05
FBgn0037668	0.000643853	present	0.05
FBgn0037669	1.77E-08	present	0.05
FBgn0037670	0.000824691	present	0.05
FBgn0037671	1.77E-08	present	0.05
FBgn0037672	1.03E-06	present	0.05
FBgn0037675	0.001662688	present	0.05
FBgn0037676	0.094196446	absent	0.05
FBgn0037677	1	absent	0.05
FBgn0037678	0.000170946	present	0.05
FBgn0037679	0.002911995	present	0.05
FBgn0037680	0.006238242	present	0.05
FBgn0037683	0.003380847	present	0.05
FBgn0037684	0.092710239	absent	0.05
FBgn0037685	0.111948314	absent	0.05
FBgn0037686	1.77E-08	present	0.05
FBgn0037687	0.002842859	present	0.05
FBgn0037688	2.11E-06	present	0.05
FBgn0037689	0.000380464	present	0.05
FBgn0037690	0.086364599	absent	0.05
FBgn0037696	0.001132348	present	0.05
FBgn0037697	0.006295087	present	0.05
FBgn0037698	0.097707996	absent	0.05
FBgn0037700	6.70E-05	present	0.05
FBgn0037702	5.14E-05	present	0.05
FBgn0037703	0.012065047	present	0.05
FBgn0037705	0.004353518	present	0.05
FBgn0037707	0.000104195	present	0.05
FBgn0037708	0.004379037	present	0.05
FBgn0037709	0.001969107	present	0.05
FBgn0037710	1.77E-08	present	0.05
FBgn0037712	0.02496896	absent	0.05
FBgn0037713	0.005686713	present	0.05
FBgn0037714	0.000127842	present	0.05
FBgn0037715	0.001184584	present	0.05
FBgn0037716	1.77E-08	present	0.05
FBgn0037717	0.022001558	absent	0.05
FBgn0037718	7.84E-05	present	0.05
FBgn0037719	0.000826729	present	0.05
FBgn0037720	0.000136681	present	0.05
FBgn0037721	0.000121199	present	0.05
FBgn0037722	0.001694588	present	0.05
FBgn0037723	3.04E-05	present	0.05
FBgn0037724	0.003923059	present	0.05
FBgn0037726	0.0089242	present	0.05
FBgn0037727	0.022386369	absent	0.05
FBgn0037728	1.77E-08	present	0.05
FBgn0037730	0.044187023	absent	0.05
FBgn0037731	0.007585326	present	0.05
FBgn0037734	6.59E-07	present	0.05
FBgn0037736	0.003947245	present	0.05
FBgn0037737	0.001046408	present	0.05
FBgn0037739	5.29E-05	present	0.05
FBgn0037741	0.044222258	absent	0.05
FBgn0037742	5.35E-06	present	0.05
FBgn0037743	0.005233917	present	0.05
FBgn0037746	4.83E-06	present	0.05
FBgn0037747	0.001363361	present	0.05
FBgn0037749	1.77E-08	present	0.05
FBgn0037750	0.001905998	present	0.05
FBgn0037751	0.000123739	present	0.05
FBgn0037753	0.021076391	absent	0.05
FBgn0037754	0.036194366	absent	0.05
FBgn0037755	0.002297592	present	0.05
FBgn0037756	0.000142561	present	0.05
FBgn0037757	0.002040557	present	0.05
FBgn0037758	0.002388686	present	0.05
FBgn0037759	1.77E-08	present	0.05
FBgn0037760	0.000436899	present	0.05
FBgn0037761	0.112541198	absent	0.05
FBgn0037762	0.143346772	absent	0.05
FBgn0037763	0.000167929	present	0.05
FBgn0037764	0.035902716	absent	0.05
FBgn0037765	0.003116335	present	0.05
FBgn0037766	0.028134026	absent	0.05
FBgn0037770	0.00523946	present	0.05
FBgn0037772	0.062425306	absent	0.05
FBgn0037773	0.000202884	present	0.05
FBgn0037777	1.77E-08	present	0.05
FBgn0037778	0.010764004	present	0.05
FBgn0037779	0.00480844	present	0.05
FBgn0037780	1.77E-08	present	0.05
FBgn0037781	0.000369518	present	0.05
FBgn0037782	1.45E-06	present	0.05
FBgn0037783	0.015070155	absent	0.05
FBgn0037786	0.008932154	present	0.05
FBgn0037788	0.000714283	present	0.05
FBgn0037792	0.006947903	present	0.05
FBgn0037794	0.009332228	present	0.05
FBgn0037796	0.000821125	present	0.05
FBgn0037797	0.207803857	absent	0.05
FBgn0037798	7.88E-05	present	0.05
FBgn0037801	0.053529232	absent	0.05
FBgn0037802	0.009017188	present	0.05
FBgn0037807	0.013823965	absent	0.05
FBgn0037809	0.000607708	present	0.05
FBgn0037810	5.69E-05	present	0.05
FBgn0037811	0.004387313	present	0.05
FBgn0037812	2.82E-05	present	0.05
FBgn0037814	0.001021624	present	0.05
FBgn0037815	0.010321737	present	0.05
FBgn0037816	0.001625323	present	0.05
FBgn0037817	0.03601256	absent	0.05
FBgn0037818	0.00100883	present	0.05
FBgn0037819	0.000610985	present	0.05
FBgn0037822	1.16E-05	present	0.05
FBgn0037824	3.22E-06	present	0.05
FBgn0037826	1.77E-08	present	0.05
FBgn0037827	5.25E-05	present	0.05
FBgn0037828	1.77E-08	present	0.05
FBgn0037829	0.000547137	present	0.05
FBgn0037831	0.006191493	present	0.05
FBgn0037832	0.126486825	absent	0.05
FBgn0037834	3.09E-05	present	0.05
FBgn0037835	0.006360028	present	0.05
FBgn0037836	0.109542629	absent	0.05
FBgn0037837	0.001417852	present	0.05
FBgn0037838	0.002159411	present	0.05
FBgn0037841	0.033924454	absent	0.05
FBgn0037842	0.000106474	present	0.05
FBgn0037843	1.77E-08	present	0.05
FBgn0037844	0.004035822	present	0.05
FBgn0037845	0.002104043	present	0.05
FBgn0037846	0.009723855	present	0.05
FBgn0037848	0.00152271	present	0.05
FBgn0037849	0.03981898	absent	0.05
FBgn0037850	0.015370363	absent	0.05
FBgn0037852	0.001085627	present	0.05
FBgn0037853	0.001658906	present	0.05
FBgn0037855	0.006728356	present	0.05
FBgn0037856	0.005779805	present	0.05
FBgn0037857	0.000194655	present	0.05
FBgn0037860	1.77E-08	present	0.05
FBgn0037862	7.04E-05	present	0.05
FBgn0037870	1	absent	0.05
FBgn0037873	1.53E-05	present	0.05
FBgn0037874	1.77E-08	present	0.05
FBgn0037875	6.75E-05	present	0.05
FBgn0037876	5.66E-05	present	0.05
FBgn0037877	0.005049895	present	0.05
FBgn0037878	1.77E-08	present	0.05
FBgn0037879	1.77E-08	present	0.05
FBgn0037880	0.000683079	present	0.05
FBgn0037881	4.20E-05	present	0.05
FBgn0037882	0.003322692	present	0.05
FBgn0037883	0.002160651	present	0.05
FBgn0037884	0.000492157	present	0.05
FBgn0037885	0.001273292	present	0.05
FBgn0037888	1.77E-08	present	0.05
FBgn0037889	1.77E-08	present	0.05
FBgn0037890	0.000157327	present	0.05
FBgn0037891	1.77E-08	present	0.05
FBgn0037892	1.77E-08	present	0.05
FBgn0037894	1.13E-05	present	0.05
FBgn0037895	0.208201998	absent	0.05
FBgn0037896	0.172824212	absent	0.05
FBgn0037897	0.002062767	present	0.05
FBgn0037898	0.008827307	present	0.05
FBgn0037899	1.77E-08	present	0.05
FBgn0037900	1.77E-08	present	0.05
FBgn0037901	7.12E-06	present	0.05
FBgn0037902	0.001532021	present	0.05
FBgn0037906	0.002245438	present	0.05
FBgn0037908	0.055808409	absent	0.05
FBgn0037910	4.42E-06	present	0.05
FBgn0037911	0.000203611	present	0.05
FBgn0037912	1.35E-05	present	0.05
FBgn0037913	1.77E-08	present	0.05
FBgn0037915	1.84E-05	present	0.05
FBgn0037916	0.004793112	present	0.05
FBgn0037917	0.001173895	present	0.05
FBgn0037918	0.002190609	present	0.05
FBgn0037920	0.001781949	present	0.05
FBgn0037921	0.000141008	present	0.05
FBgn0037922	2.16E-05	present	0.05
FBgn0037923	0.006819388	present	0.05
FBgn0037924	1.64E-05	present	0.05
FBgn0037926	0.0034422	present	0.05
FBgn0037930	4.91E-05	present	0.05
FBgn0037931	0.00404046	present	0.05
FBgn0037933	1.77E-08	present	0.05
FBgn0037934	0.007536628	present	0.05
FBgn0037935	0.033968216	absent	0.05
FBgn0037936	0.005969748	present	0.05
FBgn0037937	0.054255086	absent	0.05
FBgn0037939	1.77E-08	present	0.05
FBgn0037940	0.193550536	absent	0.05
FBgn0037941	0.003257015	present	0.05
FBgn0037942	1.77E-08	present	0.05
FBgn0037943	5.42E-05	present	0.05
FBgn0037944	0.000673427	present	0.05
FBgn0037949	0.000746273	present	0.05
FBgn0037950	0.02062586	absent	0.05
FBgn0037955	3.74E-05	present	0.05
FBgn0037956	0.004497857	present	0.05
FBgn0037958	0.004087948	present	0.05
FBgn0037960	0.003199942	present	0.05
FBgn0037962	1.77E-08	present	0.05
FBgn0037963	0.015048556	absent	0.05
FBgn0037964	0.001877492	present	0.05
FBgn0037970	1.49E-05	present	0.05
FBgn0037972	0.001178847	present	0.05
FBgn0037973	0.002215631	present	0.05
FBgn0037974	0.031276385	absent	0.05
FBgn0037975	0.002661013	present	0.05
FBgn0037976	0.014688491	absent	0.05
FBgn0037978	0.000112388	present	0.05
FBgn0037979	0.00045082	present	0.05
FBgn0037980	1.77E-08	present	0.05
FBgn0037981	0.001334793	present	0.05
FBgn0037985	1.77E-08	present	0.05
FBgn0037986	0.000113413	present	0.05
FBgn0037987	1.77E-08	present	0.05
FBgn0037988	1.77E-08	present	0.05
FBgn0037989	0.00450156	present	0.05
FBgn0037992	0.020477732	absent	0.05
FBgn0037993	0.007268723	present	0.05
FBgn0037994	1.77E-08	present	0.05
FBgn0037995	1.77E-08	present	0.05
FBgn0037996	0.239283377	absent	0.05
FBgn0037997	0.197998111	absent	0.05
FBgn0037998	8.12E-05	present	0.05
FBgn0037999	0.001764306	present	0.05
FBgn0038000	1.77E-08	present	0.05
FBgn0038001	0.067671346	absent	0.05
FBgn0038002	0.020319985	absent	0.05
FBgn0038003	0.237000024	absent	0.05
FBgn0038005	0.192960666	absent	0.05
FBgn0038006	0.052192871	absent	0.05
FBgn0038007	0.176612315	absent	0.05
FBgn0038008	2.49E-05	present	0.05
FBgn0038009	0.003719024	present	0.05
FBgn0038011	0.090401181	absent	0.05
FBgn0038012	0.001026784	present	0.05
FBgn0038013	0.001050904	present	0.05
FBgn0038014	0.020912957	absent	0.05
FBgn0038016	0.0001098	present	0.05
FBgn0038017	0.043086697	absent	0.05
FBgn0038018	0.000163484	present	0.05
FBgn0038020	1.77E-08	present	0.05
FBgn0038028	0.235919828	absent	0.05
FBgn0038029	0.016276036	absent	0.05
FBgn0038032	0.001097063	present	0.05
FBgn0038033	0.004750863	present	0.05
FBgn0038034	0.065489122	absent	0.05
FBgn0038037	0.000153183	present	0.05
FBgn0038038	0.000459451	present	0.05
FBgn0038039	0.00026952	present	0.05
FBgn0038042	0.000248446	present	0.05
FBgn0038043	1.77E-08	present	0.05
FBgn0038045	0.04330356	absent	0.05
FBgn0038046	1.77E-08	present	0.05
FBgn0038047	0.046613911	absent	0.05
FBgn0038049	1.77E-08	present	0.05
FBgn0038051	0.000394569	present	0.05
FBgn0038053	0.002551141	present	0.05
FBgn0038054	3.95E-05	present	0.05
FBgn0038055	4.59E-05	present	0.05
